Taskset,Algorithm,Number of Tasks,Utilization,Schedulable
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,2
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,2
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,2
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,2
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,2
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,2
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,2
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,2
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,2
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,2
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,2
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,2
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,2
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,2
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,2
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,3
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
tasksets-2/10-tasks/10-percent,dm,10,10,1
tasksets-2/10-tasks/10-percent,edf,10,10,0
tasksets-2/10-tasks/10-percent,rr,10,10,2
